,short_name,name,age,height_cm,weight_kg,nationality,club,overall,potential,preferred_foot,international_reputation,weak_foot,skill_moves,work_rate,body_type,player_tags,team_position,loaned_from,joined,nation_position,pace,shooting,dribbling,defending,physic,gk_diving,gk_handling,gk_kicking,gk_reflexes,gk_speed,gk_positioning,player_traits,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,2016
178,Felipe Anderson,Felipe Anderson,23,175,70,Brazil,Lazio,79,84,Right,2,4,4,Medium/Low,Normal,"#Speedster, #Dribbler, #Acrobat",RW,,2013-07-09,,92.0,74.0,86.0,30.0,55.0,,,,,,,"Finesse Shot, Flair, Long Shot Taker (CPU AI Only), Technical Dribbler (CPU AI Only)",73,71,44,75,61,87,71,69,69,86,93,91,91,67,88,82,49,77,55,84,31,26,68,70,53,60,24,34,32,12,10,9,5,7,22.23
179,J. Vestergaard,Jannik Vestergaard,23,199,98,Denmark,Borussia Mönchengladbach,79,84,Left,2,3,2,Medium/Medium,Normal,"#Aerial Threat, #Strength",SUB,,2016-07-01,LCB,46.0,47.0,50.0,79.0,81.0,,,,,,,Power Header,46,34,86,69,39,49,41,40,61,56,47,46,31,74,29,81,34,63-1,94,47,81,81+1,43,50,43,70,74,82-1,77+4,16,11,11,15,10,9.69
180,V. van Dijk,Virgil van Dijk,24,193,92,Netherlands,Southampton,79,84,Right,1,3,2,High/Medium,Normal,#Strength,LCB,,2015-09-01,LCB,67.0,61.0,67.0,79.0,83.0,,,,,,,"Injury Free, Long Passer (CPU AI Only)",53,55,74,71,43,69,60,70,76,70,66,67,57,69,51,81,80+4,72,92,64,74,80+2,41,59,64,87,77,82+1,76+2,13,10,13,11,11,15.2
181,T. Hazard,Thorgan Hazard,23,174,69,Belgium,Borussia Mönchengladbach,79,84,Right,2,3,3,High/Medium,Lean,,RS,,2015-07-01,,77.0,74.0,82.0,35.0,61.0,,,,,,,Technical Dribbler (CPU AI Only),74,71,38,76,75,84,80,73,74,79,79,76,85,75,81,77,64,68,56-1,76,62,39,73,80,73,76,28,39,35,6,9,7,7,8,10.64
182,Bernard,Bernard,23,164,57,Brazil,Shakhtar Donetsk,79,84,Right,2,4,4,High/Medium,Lean,#Acrobat,SUB,,2013-08-08,,87.0,70.0,84.0,40.0,44.0,,,,,,,"Flair, Speed Dribbler (CPU AI Only), Backs Into Player",77,71,59,76,68,81,73,69,68,84,91,84,92,80,96,73,61,68,31,65,41,42,76,77,57,71,39,39,25,6,11,13,10,12,15.96
183,Canales,Sergio Canales,25,179,65,Spain,Real Sociedad,79,83,Left,2,3,4,High/Medium,Lean,,SUB,,2014-01-31,,64.0,71.0,78.0,26.0,53.0,,,,,,,Injury Prone,74,75-2,38,86,63-1,80-1,81,78,73,82,65-7,63-7,70-12,63-3,69-1,61-7,34-10,48-19,56-10,76,55,46,72-5,83,66,51,14,23,16,15,12,16,13,12,3.42
184,Gabriel,Gabriel Paulista,25,187,72,Brazil,Arsenal,79,83,Right,2,2,2,Low/High,Lean,,SUB,,2015-01-28,,70.0,54.0,64.0,80.0,76.0,,,,,,,,67,51,77,69,48,60,55,46,69,65,68,72,69,78,71,61,75,74,77,57,74,79,51,61,51,61,80,83,80,15,6,15,15,7,13.68
185,S. Vrsaljko,Sime Vrsaljko,24,182,76,Croatia,Atlético Madrid,79,83,Right,2,3,2,High/Medium,Lean,,SUB,,2016-07-05,,81.0,55.0,72.0,77.0,77.0,,,,,,,Dives Into Tackles (CPU AI Only),82+6,44+6,69-1,74,53+4,71,70+6,57+6,68+2,75,79,82-1,67-8,76,79-2,75+2,84-3,91+2,73+7,58+2,66-7,77,65,68,52+1,67,78+4,78+2,76+2,15,11,10,10,12,14.82
186,M. Brozović,Marcelo Brozovic,23,181,68,Croatia,Inter,79,83,Right,2,4,3,High/Medium,Lean,,RES,,2016-07-01,,75.0,70.0,80.0,65.0,69.0,,,,,,,"Dives Into Tackles (CPU AI Only), Long Shot Taker (CPU AI Only), Playmaker (CPU AI Only)",72,63-3,62,81,65,80+1,79,74+4,80-1,83,75,75,75,76,75+2,78-1,69+2,82+2,62-2,78-1,68-3,70,72+2,80,69,76,60-2,68-3,68,8,8,15,11,8,18.3825
187,W. Zaha,Wilfried Zaha,23,180,66,England,Crystal Palace,79,82,Right,2,3,4,Medium/Low,Lean,#Dribbler,LM,,2015-02-02,,89.0,69.0,85.0,30.0,68.0,,,,,,,"Selfish, Flair, Technical Dribbler (CPU AI Only)",75,74,43,71,51,86,54,51,63,85,88,89,85,71,79,69,50,78,67,60,64,23,73,66,66,76,27,30,39,15,10,15,11,10,9.69
188,F. Ghoulam,Faouzi Ghoulam,25,188,80,Algeria,Napoli,79,82,Left,2,4,2,High/Medium,Lean,,LB,,2014-01-31,,81.0,64.0,73.0,76.0,79.0,,,,,,,"Power Free-Kick, Giant Throw-in",80,54,70,74,52,74,73,68,70,75,77,84,69,78,62,80,73,91,75,69,74,74,64,58,76,72,74,79,78,12,7,8,8,13,13.68
189,R. Jiménez,Raúl Jiménez,25,190,76,Mexico,SL Benfica,79,82,Right,2,4,3,High/Medium,Lean,,SUB,,2015-08-13,SUB,78.0,76.0,74.0,39.0,77.0,,,,,,,"Beat Offside Trap, Flair, Power Header",69,75+1,83,73,79+2,74,70,45,67,75,78+1,78,84+6,77+2,53-2,78+2,70,78,77+1,69+6,75+2,41+8,85+3,71,84,73,29+6,36+4,28,7,11,13,14,10,10.26
190,M. Balotelli,Mario Balotelli,25,189,88,Italy,OGC Nice,79,81,Right,4,4,4,Low/Low,Normal,,RS,,2016-09-01,,77.0,80.0,78.0,26.0,74.0,,,,,,,"Power Free-Kick, Selfish, Flair, Long Shot Taker (CPU AI Only), Technical Dribbler (CPU AI Only)",68,81,62-5,70-2,74,81-2,78+3,78+3,52-4,85-2,76+1,78+2,69-7,60,50,86,75+5,55-5,85,72-4,69,30,75,70,92,64,16,22,20,2,2,2,4,2,8.6925
191,W. Szczęsny,Wojciech Szczesny,26,196,84,Poland,Roma,79,80,Right,2,3,1,Medium/Medium,Lean,,GK,Arsenal,,SUB,,,,,,83.0,74.0,71.0,84.0,45.0,73.0,Comes For Crosses,12,12,16,32,14,11,16,14,36,22,50,40,55,76,46,15,38,38,61,14,40,15,14,41,18,58,11,13,12,83,74,71,73,84,12.92
192,J. Stones,John Stones,22,188,75,England,Manchester City,78,88,Right,2,3,2,High/Medium,Lean,,RCB,,2016-08-09,LCB,75.0,35.0,71.0,78.0,76.0,,,,,,,Dives Into Tackles (CPU AI Only),62,29,74,80+1,27,68+2,26,29,68,79+3,75+1,75+1,64+1,76,57,46,72,76,78,38-3,70,76+1,48,59,37,84,79,80,81,7,15,11,10,8,34.485
193,J. Kimmich,Joshua Kimmich,21,176,70,Germany,FC Bayern München,78,87,Right,2,4,3,Medium/Medium,Lean,,SUB,,2015-07-01,RB,71.0,55.0,78.0,75.0,71.0,,,,,,,,79+18,50+2,68+6,83+5,57+7,77+3,76+10,61,79+4,78+1,75+7,67,83,78+3,82+4,64+2,79+6,80+6,65+4,54+2,74+3,77+1,68+1,78+3,44,76,76+10,75+5,76+8,8,15,7,15,15,14.535
194,Gabriel,Gabriel Barbosa,19,178,68,Brazil,Inter,78,87,Left,2,3,3,High/High,Normal,,SUB,,2016-09-01,SUB,88.0,76.0,80.0,29.0,63.0,,,,,,,"Beat Offside Trap, Finesse Shot, Flair",74+5,79+1,72,71+1,77+2,78+1,71+4,61,58,79+1,90+5,86+5,88+9,79+3,82+7,75+1,76,76+7,56-1,68-1,63+17,25+4,85+6,69+2,83+3,73,24+5,27+3,19,10,7,9,9,9,19.95
195,T. Lemar,Thomas Lemar,20,170,58,France,AS Monaco,78,87,Left,2,2,3,High/Medium,Lean,,LAM,,2015-06-27,,80.0,72.0,80.0,62.0,69.0,,,,,,,Technical Dribbler (CPU AI Only),78+1,72+3,54+2,78+6,64+9,80+3,77+1,80+6,69+5,80+5,82,79-3,80,72+3,83,76+2,72,75+2,69+5,72+1,63,66+1,76+7,74+6,68+12,76,63+2,59,63,11,15,13,7,14,12.73
196,Thomas,Thomas Lemar,23,185,73,Ghana,Atlético Madrid,75,82,Right,1,3,2,Medium/High,Lean,,SUB,,2012-07-01,,59.0,58.0,63.0,71.0,82.0,,,,,,,Dives Into Tackles (CPU AI Only),43,54,66,77,38,59,52,41,69,73,56-5,62-3,54,67,55,71,82,84-1,84+1,63,74,75,58,62,46,49,59,81,76,11,13,9,9,7,12.73
197,A. Christensen,Andreas Christensen,20,188,74,Denmark,Borussia Mönchengladbach,78,87,Right,2,3,2,Medium/Medium,Lean,,CB,Chelsea,,CB,66.0,31.0,66.0,80.0,69.0,,,,,,,,49,36+7,77+3,74+6,25,65+6,32,22,69+8,70+4,64+2,68,54+4,74+3,62+3,31,72+1,66+1,68,20,72+2,76+8,32+2,56+5,38,67,79+7,86+6,79+3,10,12,8,6,8,10.83
198,E. Dier,Eric Dier,22,188,83,England,Tottenham Hotspur,78,86,Right,2,3,2,Medium/High,Normal,,RDM,,2014-08-02,CDM,61.0,60.0,62.0,79.0,82.0,,,,,,,"Dives Into Tackles (CPU AI Only), Power Header",67,44,83,76+2,52,60,54,77,77+1,68+1,55,66-5,56,70+3,40,83,71,81,84,72,80,79,53,66+2,70,78,77,80,81+5,11,14,6,13,9,19.38
199,Ederson,Ederson,22,188,83,Brazil,SL Benfica,78,86,Left,1,2,1,Medium/Medium,Normal,,SUB,,2015-07-01,,,,,,,80.0,72.0,80.0,82.0,58.0,75.0,Rushes Out Of Goal,20,14,14-2,15-13,18,21,12,20,25-15,30+4,57+8,58+4,36,78+9,28,42,50,31,69-4,18,27,25,16,61,17,31,9,15,8,80+7,72+1,80+1,75,82+6,4.675
200,A. Romagnoli,Alessio Romagnoli,21,185,75,Italy,Milan,78,86,Left,1,3,2,Medium/High,Lean,,LCB,,2015-08-11,,67.0,34.0,61.0,80.0,77.0,,,,,,,,36,20,72,64,24,58,36,24,60,66,65-1,69+1,59+3,70-4,55,60,74,72,78+2,46,82,80+4,26,30,34,68,82+2,82+2,78,9,14,12,8,9,21.28
201,Diego Llorente,Diego Llorente,22,185,74,Spain,Málaga CF,78,86,Right,1,3,2,Medium/Medium,Lean,,RCB,Real Madrid,,,62.0,40.0,59.0,79.0,73.0,,,,,,,,55-1,39,73+3,74+1,31-1,51,30-1,35-1,69+9,74+6,60-6,63,53,76+4,52-2,45-1,69,73+5,72+3,37,75+5,82+2,43,51,53-1,55,77+5,80+6,81+6,8,12,11,9,7,4.56
202,K. Baldé Diao,Keita Baldé,21,184,80,Senegal,Lazio,78,86,Right,1,4,4,High/Low,Lean,#Speedster,SUB,,2013-07-01,,91.0,70.0,83.0,29.0,71.0,,,,,,,"Finesse Shot, Flair, Technical Dribbler (CPU AI Only)",72,68,58,74,68,85,67,52,62,85+2,91+2,91,79,69,77,75,66,75,76,72,54,31,72,72+4,58,69,17,29,28,12,8,13,8,15,13.11
203,C. Tolisso,Corentin Tolisso,21,181,78,France,Olympique Lyonnais,78,86,Right,1,3,3,High/High,Normal,,LCM,,2013-08-01,,73.0,74.0,73.0,76.0,80.0,,,,,,,Power Header,66,73,82+2,77,62,70,66,73,80+1,76+2,72,73,72,80,73,80+1,89,80,78,72+2,81+1,77,78,75+1,70,73,74,77,72,7,10,14,9,14,14.25
204,A. Rabiot,Adrien Rabiot,21,188,71,France,Paris Saint-Germain,78,85,Left,2,3,2,High/Medium,Lean,,SUB,,2012-07-02,,63.0,70.0,75.0,69.0,75.0,,,,,,,,67,66,75+2,81,68,74,67,57,78,81,64,62,72,78,53,75,76,73,77,74-2,72-2,75,69+3,79,68,77,59,74+2,66,9,12,9,7,15,12.54
205,D. Origi,Divock Origi,21,185,75,Belgium,Liverpool,78,85,Right,1,3,4,High/Medium,Lean,,SUB,,2014-07-29,SUB,86.0,74.0,76.0,31.0,77.0,,,,,,,,69,76,73+3,75,70,78,54,40,59,76,87+1,85,77,76,62,77,73+3,74+2,82+3,69,69+17,28,77,71,65+10,70,30,24,18,15,13,16,11,15,11.78
206,Wendell,Wendell,22,176,68,Brazil,Bayer 04 Leverkusen,78,85,Left,2,2,3,High/Medium,Lean,,LB,,2014-07-01,,86.0,46.0,78.0,73.0,72.0,,,,,,,"Dives Into Tackles (CPU AI Only), Technical Dribbler (CPU AI Only)",76+1,37,52,77,32,79,66,67,65,77,87,86,77,74,78,60,68,77,64,49,87,76+2,69,69,46,73,71,79,80,8,12,6,14,14,17.1
207,Gelson Martins,Gelson Martins,21,173,67,Portugal,Sporting CP,78,85,Right,1,4,4,High/Medium,Lean,"#Speedster, #Acrobat",RM,,2014-07-01,,92.0,71.0,84.0,34.0,49.0,,,,,,,"Flair, Speed Dribbler (CPU AI Only), Outside Foot Shot",68+5,69+3,51,73+4,74,83,80+5,60,54+4,81+1,93,92,93,80,90,73,63,68,42,72+3,41,40,75,74,63,74,21,37,33,12,9,7,6,9,8.74
208,A. Doucouré,Abdoulaye Doucouré,23,183,75,France,Watford,78,84,Right,1,3,2,High/Medium,Lean,,SUB,,2016-02-02,,71.0,71.0,74.0,71.0,79.0,,,,,,,,68,70,66,81+6,67,75,41,42,76+2,80+5,65,76+9,60,68,64,75,71,83,80+5,74,75,72+1,73+15,77,45,68,69,74+3,71+6,15,12,12,15,14,6.84
209,M. Sanson,Morgan Sanson,21,180,72,France,Montpellier HSC,78,84,Right,2,4,3,High/Medium,Lean,,RM,,2013-07-01,,73.0,71.0,76.0,72.0,73.0,,,,,,,"Finesse Shot, Flair, Technical Dribbler (CPU AI Only)",70,69,60,78,70,76,70,70,75,79,73,73,76,77,66,77,58,73,74,69,74,76,72,81,68,73,66,78,72,6,16,16,9,9,5.7
210,F. Bernardeschi,Federico Bernardeschi,22,183,75,Italy,Fiorentina,78,84,Left,2,3,4,High/Medium,Lean,,RM,,2011-07-01,SUB,83.0,70.0,82.0,36.0,64.0,,,,,,,"Avoids Using Weaker Foot, Flair, Speed Dribbler (CPU AI Only)",74,66,48,76,70,83,73,70,66,83,83,83,83,76,72+4,74,54,80,62,74,52,34,72,76,68,74,34,34,37,14,15,10,13,12,17.86
211,D. Praet,Dennis Praet,22,181,78,Belgium,Sampdoria,78,83,Right,2,4,3,Medium/Medium,Normal,,SUB,,2016-08-24,,75.0,69.0,76.0,53.0,66.0,,,,,,,Playmaker (CPU AI Only),77,65,62,82,70,75,75,67,75,79,77,74,75,76,72,72,67,77,62,74,64,58,79,80,56,75,40,58,61,6,6,10,14,10,10.26
212,Pablo Sarabia,Pablo Sarabia,24,174,70,Spain,Sevilla FC,78,82,Left,1,4,4,High/Medium,Lean,,RM,,2016-07-01,,77.0,69.0,83.0,30.0,54.0,,,,,,,"Technical Dribbler (CPU AI Only), Set Play Specialist, Takes Finesse Free Kicks",77+2,71,61,78,53+4,85+1,80+1,73,72+1,82+2,75-1,78,78,74,79-3,67,53-1,65+3,58+2,73+3,32,25,75,78+1,61,51,26,27,28,16,7,15,6,14,6.65
213,H. Son,Heung-min Son,23,184,79,Korea Republic,Tottenham Hotspur,78,82,Right,2,5,3,High/High,Lean,,SUB,,2015-08-28,,86.0,81.0,81.0,25.0,61.0,,,,,,,"Diver, Finesse Shot, Long Shot Taker (CPU AI Only), Speed Dribbler (CPU AI Only)",72,81,65,75,73,83,79,70,53,78,85,86,78,79,77,82,65,76+2,56,86,53,29,80,69,71,72,17,19,23,11,13,13,6,10,28.5
214,B. Davies,Ben Davies,23,181,71,Wales,Tottenham Hotspur,78,82,Left,1,3,2,Medium/High,Normal,,SUB,,2014-07-23,LCB,78.0,50.0,73.0,77.0,71.0,,,,,,,,75+2,51,63,74,37,72,64+4,48,68+1,76+1,79,77,72-2,72+2,65,53,70-2,81-2,71+2,43,61,74+1,58-2,67,54,74,80,79,81+1,11,7,6,7,14,9.5
215,B. Davies,Ben Davies,35,170,67,England,Grimsby Town,65,65,Right,1,4,2,High/Medium,Normal,,RB,,2016-07-01,,67.0,64.0,68.0,58.0,76.0,,,,,,,"Long Shot Taker (CPU AI Only), Set Play Specialist, Takes Finesse Free Kicks",73,62,51,65,64,67,76,71,58,69,69,65,63,60,81,64,83,74,85,67,54,58,64,71,69,63,54,65,60,10,15,6,9,8,9.5
216,B. Davies,Ben Davies,20,185,74,England,Preston North End,63,73,Left,1,2,2,High/Medium,Lean,,RES,,2013-01-01,,70.0,39.0,53.0,63.0,66.0,,,,,,,,60,36,60,60,43,48,44,40,62,58,73,67,62,52,61,42,70,72,66,39,56,56,33,30,48,39,67,66,59,6,15,10,15,6,9.5
217,Rodrigo,Hirving Lozano,25,181,77,Spain,Valencia CF,78,81,Left,2,3,4,High/Medium,Lean,,ST,,2014-12-03,,84.0,76.0,79.0,32.0,62.0,,,,,,,"Beat Offside Trap, Long Shot Taker (CPU AI Only), Speed Dribbler (CPU AI Only)",72,76,64-5,75,73,80,76,67,58,81+1,83-1,85-1,77-2,78,68-1,77,74,57-17,67-4,74,52-15,31,78,66-5,82,70,26,28,29,7,13,10,11,5,5.9667
218,H. Lozano,Hirving Lozano,20,174,63,Mexico,Pachuca,76,84,Right,1,4,4,High/Medium,Lean,#Speedster,LW,,2014-01-01,RW,93.0,71.0,79.0,34.0,63.0,,,,,,,"Beat Offside Trap, Selfish, Speed Dribbler (CPU AI Only)",70+2,70,56,71,71,80+1,68,56,68,75+1,92,93+2,89,73+2,76+3,76+1,75,80,61,73,42,53,73+2,70+3,58,74,25,27,25,11,10,14,14,10,5.9667
219,M. de Roon,Marten de Roon,25,185,76,Netherlands,Middlesbrough,78,81,Right,2,3,2,Medium/Medium,Normal,,SUB,,2016-07-04,,66.0,60.0,67.0,76.0,79.0,,,,,,,Long Throw-in,63-3,51,71+2,78,62,62,57,43,76,74,66,66,62,78+4,69+3,74,79,82+2,78+6,66,78,81+3,61-5,72+1,60,72,72+4,78+1,78+1,14,15,7,12,12,7.03
220,D. Zapata,Duván Zapata,25,189,88,Colombia,Udinese,78,81,Right,2,4,2,Medium/Medium,Normal,#Strength,RS,Napoli,,,74.0,77.0,72.0,27.0,78.0,,,,,,,,44,81+2,78-1,64,76,72,46,64,38,76,69-1,78,65-5,74-1,58-12,86+1,79-2,69,90,64-8,58,20,78,47,64,73,20,24,22,9,9,8,6,8,8.55
221,Nacho Fernández,Nacho,26,179,75,Spain,Real Madrid,78,80,Right,1,4,2,Medium/Medium,Normal,,SUB,,2010-08-01,,73.0,32.0,60.0,78.0,75.0,,,,,,,Injury Free,70,22,75,70,28,55,55,37,61,68,74-2,72-3,56-1,72,67,54,81,73,77,28,72,79,37,53,45,65,76,80,81,12,7,10,15,7,5.7
222,I. Fernández,Nacho,26,182,67,Argentina,River Plate,74,76,Left,1,3,3,High/Medium,Lean,,RDM,,2016-01-12,,69.0,68.0,73.0,56.0,73.0,,,,,,,Set Play Specialist,70+2,63,63,76+3,60,74,72,69,73+4,72,67+1,70+1,73,72,65,73,38,85+1,73,78+1,69,60,69,77+4,57,65,49,59,51,7,8,14,10,12,5.7
223,Felipe,Felipe,27,185,77,Brazil,FC Porto,78,79,Right,1,3,2,Medium/Medium,Normal,,RCB,,2016-07-01,,70.0,41.0,56.0,80.0,73.0,,,,,,,,45,39,76,56,40,55,32,30,50,54,64,74,52,77,57,46,90,58,78,41,77,81,34,43,47,70,80,81,77,9,11,14,9,7,6.84
224,O. Dembélé,Ousmane Dembélé,19,178,67,France,Borussia Dortmund,77,90,Left,1,5,4,High/Medium,Lean,,RM,,2016-07-01,SUB,84.0,72.0,82.0,41.0,52.0,,,,,,,"Selfish, Flair, Speed Dribbler (CPU AI Only), Playmaker (CPU AI Only), Technical Dribbler (CPU AI Only)",67,77,43,72,63,85,66,65,65,81,83,85,81+2,66,74,71,58,72,44,65,47,33,74,73,67,70,45,39,45,6,6,14,10,13,13.395
225,Y. Tielemans,Youri Tielemans,19,177,75,Belgium,RSC Anderlecht,77,89,Right,2,5,3,Medium/Medium,Lean,,LCM,,2013-05-22,,60.0,73.0,77.0,67.0,64.0,,,,,,,Long Passer (CPU AI Only),73,66,57,77,72,76,74,74,81,81,61,59-4,68,76,76,85,65,68,61,80,66,69,64,78,76+1,81,64,72,69,6,8,10,14,12,14.82
226,Grimaldo,Alejandro Grimaldo,20,176,71,Spain,SL Benfica,77,86,Left,1,2,2,High/Medium,Normal,,LB,,2016-01-04,,86.0,59.0,79.0,71.0,68.0,,,,,,,"Injury Prone, Takes Finesse Free Kicks",78+9,49+9,52+3,73,56+19,79+13,75+8,80+15,68,78+10,87+7,85+6,84+4,80+7,71,73+3,64,78+3,64,68,65,74+9,72+12,60,51,74,70+4,74+10,76+2,7,13,10,7,13,3.99
227,A. Belotti,Andrea Belotti,22,181,72,Italy,Torino,77,85,Right,2,3,3,High/High,Normal,,ST,,2015-08-17,SUB,77.0,76.0,74.0,26.0,77.0,,,,,,,"Beat Offside Trap, Power Header",41,79,72,68,75+9,73,58,56,36,76,75,78,72,73,69,76,80,77,77,67,75,31,80,61,77+5,72,15,21,21,13,7,12,14,7,10.545
228,Dani Ceballos,Dani Ceballos,19,176,65,Spain,Real Betis,77,85,Right,1,3,3,Medium/Medium,Normal,,SUB,,2014-09-22,,67.0,59.0,81.0,49.0,57.0,,,,,,,Technical Dribbler (CPU AI Only),70+1,63-4,37,79+2,57,84,67,61+3,68,81,69-3,66-2,72-1,74+4,73-1,48,55-1,58-2,49,58,76+15,54,73+2,80,55,71,40,57,55,12,15,16,7,13,6.27
229,Oyarzabal,Mikel Oyarzabal,19,178,77,Spain,Real Sociedad,77,85,Left,1,3,3,High/Medium,Lean,,LW,,2014-07-01,,73.0,70.0,80.0,33.0,58.0,,,,,,,"Speed Dribbler (CPU AI Only), Backs Into Player",78+2,72,42,74,61+14,81+5,63+5,46,68+1,82+5,72+2,73,71+8,81+10,69+8,70+3,59,70+2,59+2,73-1,40,29,80+9,75+6,45,56,35,32,30,10,6,10,13,11,5.985
230,Luis Alberto,Luis Alberto,23,182,72,Spain,Lazio,77,84,Right,1,4,3,Medium/Low,Lean,,RES,,2016-08-31,,66.0,71.0,77.0,27.0,53.0,,,,,,,Long Shot Taker (CPU AI Only),76,73+2,45-2,83,58,79+2,73+3,69,75,81+2,68,64,67,66,54,68+6,48,59,61,75+2,29,28,75+4,74+2,56,60,24,25,18,6,8,6,12,11,4.56
231,F. Thauvin,Florian Thauvin,23,179,70,France,Olympique de Marseille,77,83,Left,1,3,4,High/Medium,Lean,,RM,Newcastle United,,,81.0,71.0,81.0,33.0,61.0,,,,,,,Selfish,72,70,66,75,64,84,74,54,75,77,84,78,82,75,70,76,59,64,62,74,56,28,74,76,57,59,29,29,31,8,11,14,10,9,11.685
232,J. Lingard,Jesse Lingard,23,174,65,England,Manchester United,77,83,Right,1,3,3,High/Medium,Lean,,SUB,,2010-07-01,,83.0,68.0,79.0,49.0,62.0,,,,,,,"Beat Offside Trap, Flair, Speed Dribbler (CPU AI Only)",71+5,70-3,61+3,75-3,64+10,78+2,72+7,56+2,65,80-2,85,82,84,76,84,71+5,65,81+2,54-4,62+2,56,47+12,76,74+3,65+2,65,49+13,49-9,41+16,14,10,8,13,9,7.6
233,Jonny,Jonny Otto,22,175,70,Spain,RC Celta,77,83,Right,2,3,2,High/Medium,Normal,,LB,,2012-07-01,,78.0,42.0,69.0,77.0,76.0,,,,,,,,76,28,62,66,44,65,60,54,59,72,76-2,80-3,75,63-4,75-1,66,79,87+3,69,45,80,76,53,55+5,46,50,80+2,77,82,7,10,12,10,6,6.27
234,Suso,Suso,22,176,70,Spain,Milan,77,82,Left,2,3,4,Medium/Low,Lean,#Dribbler,RW,,2015-01-17,,79.0,72.0,85.0,24.0,48.0,,,,,,,"Avoids Using Weaker Foot, Flair, Technical Dribbler (CPU AI Only), Set Play Specialist, Takes Finesse Free Kicks",72+2,70+7,50,74,68+13,86,80,78+4,69,84,79,79,86,70+9,84,74+11,55,63+3,50,76+2,23,21,74+5,77,68+4,72,19,23,18,15,15,9,8,9,6.0033
235,A. Rüdiger,Antonio Rüdiger,23,190,85,Germany,Roma,77,82,Right,2,3,2,Medium/High,Normal,,SUB,,2016-06-30,,77.0,40.0,61.0,76.0,78.0,,,,,,,Long Passer (CPU AI Only),60,27,76,70,34,59,34,56,65,65,76,78,63,72,50,70,72,65,81,40,86,69,33,57,40,60,77,79,74,14,15,10,12,8,12.255
236,S. Haller,Sébastien Haller,22,190,88,France,FC Utrecht,77,82,Right,1,3,3,Medium/Low,Stocky,#Strength,RS,,2015-07-01,,77.0,75.0,73.0,25.0,75.0,,,,,,,"Avoids Using Weaker Foot, Target Forward",40,79,75,64,70,72,52,46,35,79,75-1,78,69-3,75,51,77,80-7,71+7,91+1,62,41,30,77,70,86+2,65,17,16,19,6,7,14,7,6,7.98
237,M. Ginter,Matthias Ginter,22,190,87,Germany,Borussia Dortmund,77,82,Right,2,3,2,Medium/Medium,Normal,,SUB,,2014-07-17,,60.0,58.0,65.0,80.0,76.0,,,,,,,,73,51,83+1,77,53-1,62-1,58,51-1,74,72,54-4,65-2,58-1,79+1,53-1,78,68+1,73,82+1,56,69,81,55-2,68+2,66,76,79+1,80,79+1,12,10,6,8,10,14.25
238,Alex Telles,Alex Telles,23,181,71,Brazil,FC Porto,77,82,Left,1,2,3,High/Medium,Lean,,LB,,2016-07-13,,83.0,60.0,76.0,74.0,67.0,,,,,,,"Avoids Using Weaker Foot, Flair, Speed Dribbler (CPU AI Only)",78+2,50,66,74+3,62-3,77,75-3,71,67-3,76,82-2,84,78-2,76-1,70,72,76-2,82,60,65-5,63,76-2,71-1,66-3,63-4,74,73-1,75,74,13,8,12,11,14,9.405
239,K. Trippier,Kieran Trippier,25,179,71,England,Tottenham Hotspur,77,80,Right,1,4,3,High/High,Normal,,SUB,,2015-06-19,,78.0,56.0,72.0,74.0,73.0,,,,,,,"Long Throw-in, Injury Free, Early Crosser",81+1,45,69-1,71,44,72,75+3,68-3,69-1,71+1,78,78,78,71,76,77,73,85,69,66,66,74-1,60+1,71+1,39,67,76,74,76,11,14,8,11,10,6.84
240,Marcos Alonso,Marcos Alonso,25,188,81,Spain,Chelsea,77,80,Left,2,3,3,High/High,Lean,#Engine,SUB,,2016-08-31,,79.0,66.0,76.0,73.0,79.0,,,,,,,"Long Shot Taker (CPU AI Only), Takes Finesse Free Kicks",78,60+2,70+2,74,50+2,78+1,63,71,70,78+1,76,82+3,69,82+2,58,76,68,90,78,74,70,70+2,70,65+1,64,72,73,76+1,76+2,9,7,13,9,12,11.4
241,T. Meunier,Thomas Meunier,24,190,88,Belgium,Paris Saint-Germain,77,80,Right,1,4,3,High/High,Normal,"#Engine, #Strength",SUB,,2016-07-03,RM,76.0,72.0,73.0,73.0,84.0,,,,,,,Outside Foot Shot,79+3,71,71,74,66,76,69,56,71,74,69-4,81,64,78,49,75,72,90,86,73,73,70+4,74,71,65,73,69+3,78,76,8,13,15,6,9,7.125
