,short_name,name,age,height_cm,weight_kg,nationality,club,overall,potential,preferred_foot,international_reputation,weak_foot,skill_moves,work_rate,body_type,player_tags,team_position,loaned_from,joined,nation_position,pace,shooting,dribbling,defending,physic,gk_diving,gk_handling,gk_kicking,gk_reflexes,gk_speed,gk_positioning,player_traits,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,2017
174,M. Brozović,Marcelo Brozovic,24,181,68,Croatia,Inter,81,85,Right,2,4,3,High/Medium,Lean,,SUB,,2016-07-01,,73.0,73.0,81.0,68.0,69.0,,,,,,,"Dives Into Tackles (CPU AI Only), Long Passer (CPU AI Only), Long Shot Taker (CPU AI Only)",72,69+3,62,83,65,81,79,74,81,84,72-3,74-1,74-1,77,74-1,78,68-1,83,62,79,68,72,76,81,69,78,64,72,70,8,8,15,11,8,23.18
175,W. Zaha,Wilfried Zaha,24,180,66,Ivory Coast,Crystal Palace,81,84,Right,2,3,4,High/Medium,Lean,#Dribbler,LM,,2015-02-02,SUB,90.0,71.0,86.0,33.0,72.0,,,,,,,"Selfish, Flair, Technical Dribbler (CPU AI Only)",79,74,43,72+1,59+1,88,54,51,65,86,89,90,89+2,73,79-3,75,50,78-2,73,62,68,23,74+1,74+1,66,76,36,32+2,34,15,10,15,11,10,17.1
176,T. Meunier,Thomas Meunier,25,190,88,Belgium,Paris Saint-Germain,81,84,Right,2,4,3,High/High,Normal,#Engine,SUB,,2016-07-03,RM,76.0,74.0,77.0,79.0,84.0,,,,,,,Outside Foot Shot,81+2,72+1,72+1,79+2,79+11,81+2,69,56,74+2,80+3,72,80-1,63-1,79,49,77-2,72,92+2,85-1,76,73,74,78+4,71,65,78+3,80+4,82+3,79+2,8,13,15,6,9,9.405
177,Jorginho,Jorginho,25,180,65,Italy,Napoli,81,84,Right,2,3,3,Medium/Medium,Lean,,CM,,2014-01-18,,75.0,64.0,80.0,70.0,68.0,,,,,,,Playmaker (CPU AI Only),70,57,56,85,71,77,75,76,84,84,74-3,75-2,82,81,73-1,71,61,83,58,62,78,78,72,83,84,75,63,75,70,14,7,13,14,8,26.22
178,Marcos Alonso,Marcos Alonso,26,188,84,Spain,Chelsea,81,83,Left,2,3,3,High/High,Normal,#Engine,LWB,,2016-08-31,,77.0,69.0,77.0,77.0,80.0,,,,,,,"Long Shot Taker (CPU AI Only), Takes Finesse Free Kicks",81+3,64+2,70,79+4,52,78,75+10,80+7,73+1,79+1,74-2,79-3,68-1,82,58,79+2,70+2,90,79+1,75,72+2,74+4,73+3,65,64,75+3,77+3,80+3,78+2,9,7,13,9,12,25.65
179,D. Lovren,Dejan Lovren,27,188,84,Croatia,Liverpool,81,83,Right,2,4,2,Medium/High,Normal,#Strength,LCB,,2014-07-27,,56.0,40.0,63.0,81.0,82.0,,,,,,,Dives Into Tackles (CPU AI Only),59,33,77,68,42,63-1,26,18,66,67,57-4,55-3,53-1,75,43+2,63,82,70,86+1,34,87,82,21,56,52,71-4,78-2,84,85,14,14,13,10,7,18.24
180,K. Kampl,Kevin Kampl,26,178,67,Slovenia,RB Leipzig,81,83,Right,2,4,4,High/High,Lean,"#Engine, #Acrobat",SUB,,2017-08-31,SUB,80.0,68.0,84.0,58.0,62.0,,,,,,,"Flair, Technical Dribbler (CPU AI Only)",64,65,34,84,58,84-2,76,64,78,82,86,75,91,82,81,70,67,88,47,72-1,64,74,76,82-1,64,83,45,68-2,56,13,11,7,6,16,18.81
181,Bartra,Marc Bartra,26,184,73,Spain,Borussia Dortmund,81,83,Right,3,3,3,High/Medium,Lean,#Tactician ,LCB,,2016-07-01,SUB,77.0,52.0,73.0,82.0,71.0,,,,,,,"Dives Into Tackles (CPU AI Only), Long Passer (CPU AI Only), Long Shot Taker (CPU AI Only)",55+5,43,82+4,79,43,70,56,45,78,78,78,77+1,73+4,81,71+2,64+3,86,66+1,68,62+20,79,86,61,75,52,76+3,82,78-1,84+3,10,15,13,12,8,13.68
182,Nacho Fernández,Nacho,27,179,75,Spain,Real Madrid,81,83,Right,2,4,2,Medium/Medium,Normal,,SUB,,2010-08-01,,76.0,37.0,63.0,81.0,78.0,,,,,,,"Injury Free, Leadership",70,32,80+1,77+2,38,55,55,37,61,74+3,72-2,80-1,60,72,68+1,54,81,79-1,78+1,28,74+2,81,37,53,45,73+8,81+1,82,83,12,7,10,15,7,14.25
183,I. Fernández,Nacho,27,182,67,Argentina,River Plate,75,76,Left,1,3,3,High/Medium,Lean,,RDM,,2016-01-12,,71.0,68.0,74.0,54.0,73.0,,,,,,,"Playmaker (CPU AI Only), Set Play Specialist",70,63,57,80,60,74,73,69,76,76,69,73,74,72,65,73,38,85,73,79,69,60,68,77,61,67+2,49,54,51,7,8,14,10,12,14.25
184,A. Kramarić,Andrej Kramaric,26,177,73,Croatia,TSG 1899 Hoffenheim,81,83,Right,2,4,4,Medium/Medium,Normal,#Dribbler,LS,,2015-01-16,,73.0,81.0,84.0,26.0,71.0,,,,,,,"Selfish, Flair, Long Shot Taker (CPU AI Only), Chip Shot (CPU AI Only), Technical Dribbler (CPU AI Only)",70,82+2,69,79+2,78+2,86+3,68,71,53,84+3,78,69,79+1,81+1,77+2,82+3,69,76,68+1,78+2,73,21,84+2,66+4,84+2,77+1,20,20,26,8,14,14,7,15,14.82
185,C. Smalling,Chris Smalling,27,194,81,England,Manchester United,81,82,Right,3,3,2,Medium/High,Normal,#Aerial Threat,SUB,,2010-07-01,SUB,72.0,46.0,59.0,81.0,83.0,,,,,,,Injury Prone,52,50,83-2,66,54,59,49,22,63,58-3,69-7,75-2,60,78-5,48,42,75,77-2,87,35,83+1,79-2,48,49,52,71-5,80,82-1,80-1,10,15,16,15,15,21.66
186,W. Ben Yedder,Wissam Ben Yedder,26,170,68,France,Sevilla FC,81,82,Right,2,5,4,High/High,Normal,#Acrobat,ST,,2016-07-30,,83.0,79.0,85.0,34.0,63.0,,,,,,,"Injury Free, Beat Offside Trap, Flair, Technical Dribbler (CPU AI Only), Takes Finesse Free Kicks",73,84,74,77,76,85,80,77,68,83,84-2,83-1,91,80,86,78,85,76-1,57,69,55,44,83,76,74,82,28,21,26,6,13,9,7,7,17.1
187,J. Vardy,Jamie Vardy,30,179,74,England,Leicester City,81,81,Right,3,3,3,High/High,Lean,"#Speedster, #Engine",LS,,2012-05-01,SUB,91.0,79.0,77.0,51.0,78.0,,,,,,,"Diver, Beat Offside Trap",63,83-1,64,66,73-2,76+1,59,48,48,76,91-3,91-1,78+1,86+2,77-2,85,74,88-2,68-1,67-1,92,49,84-1,72,76,79+1,48,52,51,15,14,7,15,11,17.1
188,Y. Tielemans,Youri Tielemans,20,176,72,Belgium,AS Monaco,80,90,Right,2,5,3,Medium/Medium,Normal,#Distance Shooter,SUB,,2017-07-01,SUB,53.0,79.0,77.0,68.0,71.0,,,,,,,"Long Passer (CPU AI Only), Long Shot Taker (CPU AI Only), Playmaker (CPU AI Only)",76,73,57,80+3,78,76,84,74,81,81,52-9,53-6,67-1,76,76,88,65,73+3,71,88,70,72,74,83+2,76,81,64,72,69,6,8,10,14,12,22.42
189,M. Rashford,Marcus Rashford,19,185,70,England,Manchester United,80,89,Right,2,4,4,High/Low,Normal,"#Speedster, #Acrobat",LM,,2014-07-01,LM,92.0,76.0,82.0,34.0,74.0,,,,,,,"Beat Offside Trap, Flair, Speed Dribbler (CPU AI Only)",72+2,79+4,68,74,71-2,83,74+4,73+3,65+9,79,93+1,92+1,90+4,76,78+2,82+3,63-3,83,73+8,66+2,67+7,42+4,81,73+3,74,74+3,22,32+7,25,11,6,15,7,14,22.04
190,D. Rugani,Daniele Rugani,22,190,82,Italy,Juventus,80,88,Right,1,3,2,Low/Medium,Lean,,SUB,,2015-02-04,SUB,61.0,39.0,64.0,83.0,75.0,,,,,,,"Injury Free, Power Header",40,33,80+3,65+2,35,64+4,45,25,59,65,54-7,66-1,59-2,74-1,53-2,58,81,68-1,80-1,39,70+3,84-1,28,50,36,70,84-1,84-1,82-1,5,10,5,5,5,20.52
191,J. Brandt,Julian Brandt,21,183,82,Germany,Bayer 04 Leverkusen,80,88,Right,2,4,4,Medium/Medium,Normal,#Dribbler,LW,,2014-01-01,SUB,81.0,73.0,84.0,26.0,61.0,,,,,,,"Flair, Technical Dribbler (CPU AI Only)",74,74,42,81+1,66,87+1,69,52,68,83+2,79-2,83,81,78,75+1,77,63,68,65+2,73,42,29,77-1,83+3,54,59,25,20,24,11,16,11,8,9,26.6
192,Arrizabalaga,Kepa,22,188,83,Spain,Athletic Club de Bilbao,80,87,Right,1,4,1,Medium/Medium,Lean,,GK,,2012-07-01,SUB,,,,,,78.0,81.0,75.0,83.0,33.0,76.0,"GK Long Throw, Comes For Crosses",25,11,17,32,18-5,10,25,19,36,16,34,33,41,74,39,25,71,37,51,14,18,21,15,55,24,26,19,18,16,78,81,75,76,83+2,6.08
193,Grimaldo,Alejandro Grimaldo,21,171,69,Spain,SL Benfica,80,87,Left,3,2,3,High/Medium,Normal,,SUB,,2016-01-04,,86.0,60.0,82.0,75.0,72.0,,,,,,,"Injury Prone, Speed Dribbler (CPU AI Only), Set Play Specialist, Takes Finesse Free Kicks",78,50+1,64+12,75+2,58+2,82+1,77+2,80,68,81+2,87,86,82-3,82+1,81+10,73,64,88+6,67+3,67-1,65,78+4,71-1,60,51,77+3,74+2,76+2,77+1,7,13,10,7,13,9.12
194,P. Zieliński,Piotr Zielinski,23,180,75,Poland,Napoli,80,87,Right,3,5,4,Medium/Medium,Lean,,SUB,,2016-08-09,CAM,83.0,69.0,83.0,62.0,60.0,,,,,,,Technical Dribbler (CPU AI Only),77,64,52,81,70,84+2,80,65,77,84+1,82-1,83,77,76,76,76,54-1,75-2,54-1,75,56,70,75,82+1,51,74,48,72+1,71+1,12,9,12,11,6,23.18
195,Malcom,Malcom,20,171,75,Brazil,FC Girondins de Bordeaux,80,87,Left,2,4,4,Medium/Medium,Normal,#Acrobat,RW,,2016-01-31,,83.0,75.0,83.0,26.0,63.0,,,,,,,"Flair, Speed Dribbler (CPU AI Only), Playmaker (CPU AI Only), Set Play Specialist, Takes Finesse Free Kicks",77+4,74+1,57,77+1,66+3,83+2,75+3,80+2,67+1,81+2,86,80,93+1,77+2,84,80+7,58,74,63+1,77+2,51,26+11,76,79+2,66,76+8,16,28+13,17,8,14,15,7,9,14.06
196,A. Oxlade-Chamberlain,Alex Oxlade-Chamberlain,23,175,70,England,Liverpool,80,85,Right,2,4,4,High/Medium,Stocky,,SUB,,2017-08-31,RM,88.0,70.0,84.0,52.0,71.0,,,,,,,"Injury Prone, Flair, Long Shot Taker (CPU AI Only), Speed Dribbler (CPU AI Only)",75,68,39,78+1,58,85,67,53,73,82,87-2,88-1,84,74,88,75,66+1,76,70,74,66,51,74,72,69,73+5,52,57,54,16,9,6,9,9,27.36
197,M. Batshuayi,Michy Batshuayi,23,185,86,Belgium,Chelsea,80,85,Right,2,4,3,Medium/Low,Normal,,SUB,,2016-07-04,SUB,79.0,80.0,77.0,27.0,74.0,,,,,,,Selfish,65,83,73,64,74,76-2,61,46,36,77,77-4,80-4,78-6,79,78,83,81,65,82,76,61+2,23,83,63,67,81,16,26,22,9,10,16,7,15,28.5
198,E. Can,Emre Can,23,184,82,Germany,Liverpool,80,85,Right,2,4,3,High/High,Normal,,SUB,,2014-07-03,SUB,71.0,67.0,77.0,78.0,84.0,,,,,,,"Dives Into Tackles (CPU AI Only), Flair, Long Shot Taker (CPU AI Only)",70,60,70,81+1,61,76,68,65,80+1,80,69-3,73-4,73-2,77,71-1,79+1,76,85-1,84,72,83,79,73,78,60,74,78,80,79,14,8,8,13,11,19.76
199,E. Coşkun,Emre Can,23,184,76,Turkey,Göztepe SK,61,69,Right,1,2,2,Low/High,Lean,,RES,,2016-07-04,,63.0,30.0,40.0,60.0,65.0,,,,,,,,30,25,60,41,36,34,27,28,30,41,64,62,52,47,55,44,74,53,67,23,73,58,32,31,48,43,62,61,59,8,15,8,11,15,19.76
200,T. Hazard,Thorgan Hazard,24,174,69,Belgium,Borussia Mönchengladbach,80,84,Right,2,3,4,High/Medium,Lean,"#Dribbler, #Acrobat",LM,,2015-07-01,SUB,81.0,78.0,85.0,37.0,64.0,,,,,,,"Flair, Technical Dribbler (CPU AI Only)",85+10,79,38,79,80+3,86+1,82+2,79+6,71,82+2,85-1,77,91,80,81,78,64,77,59,78,62,39,80,81,73,78,28,45+6,35,6,9,7,7,8,16.72
201,K. Demirbay,Kerem Demirbay,23,182,72,Germany,TSG 1899 Hoffenheim,80,84,Left,2,4,4,High/Medium,Lean,,RCM,,2016-07-13,,68.0,73.0,82.0,53.0,71.0,,,,,,,"Selfish, Flair, Playmaker (CPU AI Only), Technical Dribbler (CPU AI Only), Takes Finesse Free Kicks",72,72,46,82+2,59,82+3,82+3,80+2,79+2,84+4,67+3,68+2,78+3,81+4,77+9,75,72,75+2,69-2,75+3,69,57,78+3,81+2,68,75,46,59,53,14,15,11,14,14,10.07
202,Alex Telles,Alex Telles,24,181,71,Brazil,FC Porto,80,84,Left,3,2,3,High/Medium,Lean,,LB,,2016-07-13,,83.0,61.0,78.0,75.0,74.0,,,,,,,"Avoids Using Weaker Foot, Flair, Speed Dribbler (CPU AI Only), Takes Finesse Free Kicks",84,50,67-1,76,66,79,85,77,80,78,82,84,78-2,80,70,75,81,89+3,64,67,78-1,76,73,67,63,76+1,75,77,76,13,8,12,11,14,10.26
203,Alisson,Alisson,24,191,91,Brazil,Roma,80,84,Right,1,2,1,Medium/Medium,Normal,,GK,,2016-07-06,GK,,,,,,75.0,76.0,70.0,86.0,39.0,78.0,,17,13,19,27,20,16,19,18,20,21,44,35,30,82+1,37,21,52,32,78,14,27,11,13,65,23,62,20,19,16,75,76,70,78,86,11.4
204,E. Lamela,Erik Lamela,25,181,80,Argentina,Tottenham Hotspur,80,83,Left,2,2,4,High/High,Lean,,SUB,,2013-08-30,,76.0,77.0,82.0,45.0,67.0,,,,,,,"Finesse Shot, Flair, Technical Dribbler (CPU AI Only), Takes Finesse Free Kicks",76-1,73-2,71,82-1,77-3,85-1,83,79,72-1,82-1,78-3,74-3,77-1,77,70-1,80,64,77-5,59+2,82,74,43,77-2,80-1,75,75+2,37,47,39,10,15,11,8,13,29.07
205,S. El Shaarawy,Stephan El Shaarawy,24,178,72,Italy,Roma,80,83,Right,3,2,5,High/Medium,Lean,,SUB,,2016-01-26,SUB,87.0,75.0,84.0,31.0,58.0,,,,,,,"Injury Prone, Finesse Shot, Speed Dribbler (CPU AI Only)",70,75,51,74,77,84,80,63,57,86,86,87,85,72,82,74,60,70-2,54-1,74,54,36,76,73,72,74+3,25,30,25,5,3,5,5,3,20.14
206,Pablo Sarabia,Pablo Sarabia,25,174,70,Spain,Sevilla FC,80,83,Left,2,4,4,High/Medium,Lean,#Dribbler,SUB,,2016-07-01,,76.0,73.0,83.0,30.0,53.0,,,,,,,"Technical Dribbler (CPU AI Only), Set Play Specialist, Takes Finesse Free Kicks",81,73+2,61,82,53,86,80,73,74+2,82,74-3,77-1,81-1,74,81,77,45-8,62-3,58,75,32,25,75,81,61,70+19,26,27,28,16,7,15,6,14,14.25
207,K. Volland,Kevin Volland,24,179,81,Germany,Bayer 04 Leverkusen,80,83,Left,2,3,3,High/High,Stocky,#Engine,ST,,2016-07-01,,77.0,81.0,79.0,39.0,82.0,,,,,,,"Long Shot Taker (CPU AI Only), Speed Dribbler (CPU AI Only), Chip Shot (CPU AI Only)",78,80,67-2,81,76,79,79,76,67,81,78,77,73,81,84,85,77,88,82,81+1,75,44,80,81+1,72,80,17,50,33,8,7,9,7,12,20.52
208,S. Kolašinac,Sead Kolasinac,24,183,85,Bosnia Herzegovina,Arsenal,80,83,Left,2,2,2,Medium/High,Stocky,#Strength,LWB,,2017-07-01,,78.0,53.0,64.0,78.0,89.0,,,,,,,Avoids Using Weaker Foot,74,42,73,68,31,63+1,43,25,49,69+1,73-1,82-2,52,78,55,82,76,85+1,91+3,52,91,71+2,62+2,56,44,70,78,83,84+2,15,9,16,7,9,13.68
209,Allan,Allan Saint-Maximin,26,175,74,Brazil,Napoli,80,82,Right,2,3,3,Medium/High,Normal,#Tactician ,RCM,,2015-07-22,,77.0,64.0,78.0,79.0,81.0,,,,,,,Injury Free,70,62,59,80,56,77,65,49,76,78,78-1,76,79,84,82,70,69,94,74-2,62,85+3,86+2,78,79,53,77,76,84,80,13,13,5,5,8,5.7
210,A. Saint-Maximin,Allan Saint-Maximin,20,173,67,France,OGC Nice,75,82,Right,2,4,4,High/Medium,Normal,#Acrobat,LM,,2017-08-07,,87.0,69.0,83.0,22.0,56.0,,,,,,,"Selfish, Flair, Technical Dribbler (CPU AI Only)",66,67,53,68-1,59,84+1,70,46,58,79-1,89,86,90+3,78,85,80,64,70,57,70,36,15,70,65,47,70,23,16,22,10,9,12,7,7,5.7
211,D. Blind,Daley Blind,27,180,72,Netherlands,Manchester United,80,81,Left,3,4,2,High/Medium,Normal,,LB,,2014-09-01,LB,60.0,56.0,76.0,80.0,76.0,,,,,,,"Injury Free, Early Crosser, Long Passer (CPU AI Only), Set Play Specialist",80+3,46,71,81,62,73,84+4,62,80-1,80,63-2,58,72-1,84-1,75,68,71,86,74+1,62-2,70,82-4,68+4,76-3,56,83-3,80-2,83-1,76-1,12,9,10,14,10,25.08
212,S. Gnabry,Serge Gnabry,21,175,75,Germany,TSG 1899 Hoffenheim,79,87,Right,2,3,4,High/Medium,Normal,"#Speedster, #Dribbler",SUB,FC Bayern München,,,90.0,76.0,83.0,43.0,67.0,,,,,,,"Flair, Technical Dribbler (CPU AI Only)",72+3,74+1,46-1,76,80+3,86+2,59+3,62,66+2,79+1,92+3,88,85+7,76,88+8,82+1,64,68+2,68,74+4,63,38,75+1,68-1,69,71+2,41,46,45,14,10,10,9,7,15.2
213,A. Romagnoli,Alessio Romagnoli,22,185,75,Italy,Milan,79,87,Left,2,3,2,Medium/High,Lean,,SUB,,2015-08-11,,66.0,34.0,63.0,81.0,76.0,,,,,,,,36,20,76,67+1,24,63+2,36,24,67+1,65-2,64-1,68-1,58-1,74,53-2,60,77+3,71-3,76-2,46,82,82+2,26,40,34,74+2,82,82,78,9,14,12,8,9,28.5
214,Diego Llorente,Diego Llorente,23,186,75,Spain,Real Sociedad,79,87,Right,1,3,2,Medium/Medium,Lean,,SUB,,2017-07-01,,61.0,40.0,61.0,80.0,72.0,,,,,,,,55,39,77+4,78+4,31,51,30,35,69,76+2,59-1,62-1,59,76,51-1,45,69,71-2,72,37,75,82,43,51,53,69+14,79+2,80,81,8,12,11,9,7,5.985
215,A. Correa,Ángel Correa,22,173,69,Argentina,Atlético Madrid,79,87,Right,1,4,4,Medium/Low,Normal,"#Dribbler, #Acrobat",SUB,,2014-12-13,,82.0,80.0,86.0,49.0,57.0,,,,,,,"Flair, Technical Dribbler (CPU AI Only)",64,82+1,61,65,77,87,82,65,56,85,85-1,79-1,87,82,83,78,52-2,67-2,59,83+1,41,45,79,69,55,71,46,51,44,13,10,9,8,16,18.81
216,K. Zouma,Kurt Zouma,22,190,96,France,Stoke City,79,86,Right,2,3,2,Medium/Medium,Normal,#Strength,RCB,Chelsea,,,67.0,50.0,55.0,79.0,83.0,,,,,,,Power Header,54,47,77,62,47,48,59,60,56,66-1,63-6,71-6,45-3,74-1,52,56,87+1,72,88+3,49,83+1,76-2,53,57,61,71-3,78-2,83,78-2,14,14,7,9,15,18.24
217,A. Milik,Arkadiusz Milik,23,186,78,Poland,Napoli,79,86,Left,3,3,2,Medium/Medium,Lean,"#Poacher, #Clinical Finisher",SUB,,2016-08-02,SUB,73.0,83.0,72.0,37.0,71.0,,,,,,,,58,86+2,75+1,63,76,71,71,74,62,76,70-3,75,68-1,75,63,83,62,75-2,71-3,80+2,67,36,79,60,79,72,29,34,32,9,16,16,15,6,21.375
218,João Cancelo,João Cancelo,23,182,74,Portugal,Inter,79,86,Right,2,3,3,High/Medium,Lean,#Speedster,SUB,Valencia CF,,,92.0,65.0,80.0,73.0,71.0,,,,,,,Technical Dribbler (CPU AI Only),80-1,59,64,78,55,82+1,81,69,73,79-1,93,91-1,78-2,78+10,74,80,73,81-1,66,66,69,69,80,66,46,69+10,74-4,78,76-1,6,9,15,14,14,22.8
219,L. Dendoncker,Leander Dendoncker,22,189,88,Belgium,RSC Anderlecht,79,86,Right,2,4,2,High/High,Normal,#Engine,RCM,,2012-03-01,SUB,68.0,71.0,69.0,77.0,83.0,,,,,,,"Power Free-Kick, Injury Free, Long Passer (CPU AI Only), Long Shot Taker (CPU AI Only)",75+4,66+3,79,78,71+2,68+2,72,71-2,78+2,73,66,70-1,59+1,77,62,86+5,77+2,93,82,76+3,75+2,78,71,76+4,44,74+2,71,80+2,78+3,14,8,14,14,6,15.39
220,K. Coman,Kingsley Coman,21,178,71,France,FC Bayern München,79,86,Right,2,3,4,Medium/Low,Lean,#Speedster,SUB,,2015-08-30,SUB,92.0,75.0,82.0,19.0,58.0,,,,,,,Speed Dribbler (CPU AI Only),77,75,52,74-4,77,84-2,84,70,62,79,93-1,92-1,87-1,76,84-2,76,73,74,58,73,36,23,75,69,70,73,11,15,15,5,3,5,3,5,28.5
221,Oyarzabal,Mikel Oyarzabal,20,181,78,Spain,Real Sociedad,79,86,Left,1,3,3,High/Medium,Lean,,LW,,2014-07-01,,73.0,73.0,80.0,33.0,57.0,,,,,,,"Speed Dribbler (CPU AI Only), Backs Into Player",81+2,75+2,44,79+3,64,81,63,55,73,82,71-1,75+2,72+1,81,69,73,58-1,67-3,59,77+2,40,29,80,78+3,47,69+13,35,32,30,10,6,10,13,11,14.25
222,Paco Alcácer,Paco Alcácer,23,175,71,Spain,FC Barcelona,79,85,Right,2,4,3,High/Medium,Normal,,SUB,,2016-08-30,,73.0,78.0,76.0,30.0,63.0,,,,,,,Beat Offside Trap,53,81,77,72,82,72,66,59,51,79,72-2,73,76,86,78,80,75,64-2,63,68,59,26,87,63,71,69+3,26,21,26,12,14,14,8,5,21.66
223,J. Stones,John Stones,23,188,75,England,Manchester City,79,85,Right,2,3,2,High/Medium,Lean,,CB,,2016-08-09,SUB,71.0,35.0,71.0,80.0,77.0,,,,,,,Injury Free,62,29,77,80,27,69-1,46,29,71,77-2,71-4,71-4,64,75-2,57,46,72,79-1,79+1,38,73,76-1,48,59,37,79-2,80,83,81,7,15,11,10,8,39.9
224,L. Digne,Lucas Digne,23,178,74,France,FC Barcelona,79,84,Left,2,3,3,High/Medium,Lean,,SUB,,2016-07-13,,80.0,61.0,75.0,75.0,75.0,,,,,,,"Long Throw-in, Long Shot Taker (CPU AI Only)",78,52,64,80,45,73,68,57,69,79,79-2,81-1,71+1,76,80,77,75,80-1,72,69,75,77,67,72,58,71,74,77,81,6,12,9,6,13,18.24
225,M. Depay,Memphis Depay,23,176,78,Netherlands,Olympique Lyonnais,79,84,Right,3,2,4,High/Medium,Stocky,#FK Specialist,LW,,2017-01-20,SUB,89.0,77.0,82.0,30.0,77.0,,,,,,,"Avoids Using Weaker Foot, Selfish, Flair, Long Shot Taker (CPU AI Only), Speed Dribbler (CPU AI Only)",67,72,55,73,69,84+1,85,88,63,80,90,88+1,82-1,79+2,83,88,74,78,82+2,81,62,31,75,73,66,76+9,24,31,20,8,14,6,12,10,21.66
226,J. Vestergaard,Jannik Vestergaard,24,199,98,Denmark,Borussia Mönchengladbach,79,84,Right,2,3,2,Medium/Medium,Normal,"#Aerial Threat, #Strength",LCB,,2016-07-01,LCB,46.0,49.0,49.0,79.0,81.0,,,,,,,"Long Passer (CPU AI Only), Power Header",46,34,86,69,39,49,41,40,80+19,56,47,46,30-1,74,28-1,81,36+2,63,94,47,81,81,43,50,75+29,70,74,82,77,16,11,11,15,10,13.68
227,Bernard,Bernard,24,164,57,Brazil,Shakhtar Donetsk,79,84,Right,2,4,4,High/Medium,Lean,#Acrobat,LAM,,2013-08-08,,89.0,70.0,84.0,40.0,44.0,,,,,,,"Flair, Speed Dribbler (CPU AI Only), Backs Into Player",77,71,59,76,68,81,73,69,68,84,94,84,92,80,96,73,61,68,31,65,41,42,76,77,57,71,39,39,25,6,11,13,10,12,15.96
228,L. Shaw,Luke Shaw,21,185,75,England,Manchester United,79,84,Left,2,2,2,High/Medium,Stocky,,SUB,,2014-06-27,,82.0,51.0,77.0,76.0,76.0,,,,,,,"Injury Prone, Avoids Using Weaker Foot, Speed Dribbler (CPU AI Only)",80+2,44,65-2,75,58,77-2,63,58,64,78+2,80-3,84-4,78-2,77,75,62,68,74-4,79-1,48,74,78,73,65,53,75,74-5,79-1,79+1,10,12,13,7,7,22.04
229,N. Tagliafico,Nicolás Tagliafico,24,172,67,Argentina,Independiente,79,84,Left,1,2,3,High/Medium,Normal,,LB,,2015-02-10,,88.0,55.0,76.0,78.0,72.0,,,,,,,"Injury Free, Leadership, Early Crosser, Team Player",67+1,57,76,69+2,33,74+1,61,40,66,75,92+1,85-2,83,74+1,82,66,84,88+1,62,44,73,77,66+2,68+2,46,73+2,79+2,78+1,78+1,13,9,10,15,16,5.985
230,Anderson Talisca,Talisca,23,191,80,Brazil,Beşiktaş JK,79,84,Left,2,4,3,High/Medium,Normal,#FK Specialist,CAM,SL Benfica,,,75.0,81.0,76.0,59.0,71.0,,,,,,,"Long Passer (CPU AI Only), Long Shot Taker (CPU AI Only), Takes Finesse Free Kicks",78+2,79+2,74,77+1,76,77,86,87,77,77,73,76,73,77,60,84,52,76,72,87,65,63,84+1,75,71,74,50,64,45,13,11,13,12,10,11.97
231,C. Lenglet,Clément Lenglet,22,186,81,France,Sevilla FC,79,84,Left,1,4,2,Medium/High,Lean,,LCB,,2017-01-05,,73.0,34.0,64.0,78.0,77.0,,,,,,,,36,23,70,74,24,60+19,25,27,69,75,72-2,73+4,50-1,78+6,53-1,58,72+4,70+5,80+6,35,80+10,78+3,42+20,43+11,43,74,78+2,81+4,79+7,10,10,9,12,7,7.125
232,S. Vrsaljko,Sime Vrsaljko,25,183,73,Croatia,Atlético Madrid,79,83,Right,2,3,2,High/Medium,Lean,,SUB,,2016-07-05,,81.0,55.0,73.0,77.0,77.0,,,,,,,Dives Into Tackles (CPU AI Only),82,44,69,74,53,72,70,57,70+2,75,80-2,81-2,67,77,72,75,84,89+1,73,58,70,79,65,68,52,67,77,78,75,15,11,10,10,12,17.48
233,M. Almirón,Miguel Almirón,23,175,63,Paraguay,Atlanta United,79,83,Left,1,2,4,High/Medium,Lean,,CAM,,2017-01-01,RM,89.0,73.0,79.0,56.0,59.0,,,,,,,Speed Dribbler (CPU AI Only),68-2,73,43,79,75,79-1,72-2,70,70,78-1,90,88,87,79,74,78,49,81,50,72,55-10,60,74,78,58-6,69,45,66,59,6,9,13,13,12,7.79
234,Canales,Sergio Canales,26,180,74,Spain,Real Sociedad,79,82,Left,2,3,3,High/Medium,Lean,,RW,,2014-01-31,,63.0,71.0,78.0,26.0,50.0,,,,,,,Injury Prone,74,75,38,86,63,80,81,78,73,82,65,62-1,70,63,69,61,30-4,39-9,56,76,55,46,72,83,66,69+18,14,23,16,15,12,16,13,12,3.42
