,short_name,name,age,height_cm,weight_kg,nationality,club,overall,potential,preferred_foot,international_reputation,weak_foot,skill_moves,work_rate,body_type,player_tags,team_position,loaned_from,joined,nation_position,pace,shooting,dribbling,defending,physic,gk_diving,gk_handling,gk_kicking,gk_reflexes,gk_speed,gk_positioning,player_traits,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,2018
184,M. Arnautović,Marko Arnautovic,29,192,83,Austria,West Ham United,82,82,Right,3,4,4,High/Medium,Normal,,ST,,2017-07-23,ST,80.0,79.0,81.0,47.0,81.0,,,,,,,"Diver, Flair, Technical Dribbler (CPU AI Only), Backs Into Player, Through Ball",80,78,74,78,79,83,79,72,74,84,77+1,82,70,77,66,84,67,78,83,75,84,44,81,77,77,80,43,48,36,14,15,10,10,15,29.64
185,K. Trippier,Kieran Trippier,27,178,72,England,Tottenham Hotspur,82,82,Right,2,4,3,High/High,Normal,"#Engine, #Crosser",RB,,2015-06-19,RWB,75.0,58.0,76.0,79.0,72.0,,,,,,,"Long Throw-in, Injury Free, Early Crosser",91,45,73,78,50,75,86,80,78,79,76,75,74,81,74,73,73,88,65,66,70,80,75,80,66,73,77,82,79,11,14,8,11,10,30.78
186,S. Nzonzi,Steven Nzonzi,29,196,75,France,Roma,82,82,Right,2,3,2,Medium/Medium,Lean,"#Aerial Threat, #Strength",SUB,,2018-08-14,SUB,50.0,67.0,70.0,81.0,89.0,,,,,,,Injury Free,59,64,79,79,55,72,73,42,77,81,44,55,36,81,31,79,75,86,92,66,87,84,70,77,57,85,81,80,76,7,16,16,16,13,33.44
187,G. Bonaventura,Giacomo Bonaventura,28,181,75,Italy,Milan,82,82,Right,3,3,4,High/Medium,Lean,,LCM,,2014-09-01,SUB,76.0,77.0,83.0,72.0,71.0,,,,,,,"Long Shot Taker (CPU AI Only), Technical Dribbler (CPU AI Only)",82,70,70,84,78,83,78,78,80,85,75,77,77,82,77,84,69,84,66,86,68,72,78,82,68,82,74,72,68,10,14,7,15,14,26.22
188,Ander Herrera,Ander Herrera,28,182,70,Spain,Manchester United,82,82,Right,3,4,3,High/High,Lean,"#Engine, #Tactician ",SUB,,2014-06-26,,71.0,72.0,80.0,78.0,76.0,,,,,,,"Diver, Dives Into Tackles (CPU AI Only), Long Shot Taker (CPU AI Only)",74,71,58,83,65,77,80,65,80,84,75,68,79,83,78,75,61,87,67,69,86,86,78,81,79,84,78,81,77,9,12,15,9,8,33.44
189,I. Gueye,Idrissa Gueye,28,174,66,Senegal,Everton,82,82,Right,2,3,3,Medium/High,Lean,,RDM,,2016-08-03,,72.0,59.0,77.0,84.0,79.0,,,,,,,Long Shot Taker (CPU AI Only),60,50,69,80,32,75,33,61,72,79,75,70,78+2,79,80,80,87,87,72,66,84,86,67,70,54,80,83,89,83,8,6,8,12,13,22.04
190,K. Kampl,Kevin Kampl,27,178,67,Slovenia,RB Leipzig,82,82,Right,2,4,3,High/High,Lean,"#Dribbler, #Engine, #Acrobat",LDM,,2017-08-31,LDM,79.0,66.0,86.0,63.0,62.0,,,,,,,"Flair, Technical Dribbler (CPU AI Only)",70,63,34,84,59,86,76,73,79,84,84,75,91,84,80,67,67,88,47,71,64,75,73,82,64,83,65,64,59,13,11,7,6,16,20.52
191,Allan,Allan Saint-Maximin,27,175,74,Brazil,Napoli,82,82,Right,2,3,4,Medium/High,Normal,#Tactician ,RCM,,2015-07-22,,75.0,66.0,82.0,82.0,80.0,,,,,,,Injury Free,70,68,59,82,56,82,65,49,76,80,80,71,82,86,80,70,69,95,72,62,85,86,79,79,53,77,85,85,80,13,13,5,5,8,20.9
192,A. Saint-Maximin,Allan Saint-Maximin,21,173,67,France,OGC Nice,78,85,Right,2,4,4,High/Low,Normal,"#Speedster, #Acrobat",RS,,2017-08-07,,91.0,71.0,84.0,23.0,60.0,,,,,,,"Selfish, Flair, Speed Dribbler (CPU AI Only), Technical Dribbler (CPU AI Only)",66,70,53,72,59,85,70,46,68,81,91,91,93,78,87,80,68,72,62,70,36,15,74,68,47,70,26,16,22,10,9,12,7,7,20.9
193,J. Vardy,Jamie Vardy,31,179,74,England,Leicester City,82,82,Right,3,3,3,High/High,Lean,"#Speedster, #Engine",ST,,2012-05-01,SUB,90.0,81.0,77.0,54.0,77.0,,,,,,,"Diver, Dives Into Tackles (CPU AI Only), Beat Offside Trap, Team Player",64,85,68,65,82,76,60,57,48,76,89,91,75,88,76,85,74,86,67,67,92,49,85,72,78,82,55,52,51,15,14,7,15,11,22.04
194,M. Rashford,Marcus Rashford,20,185,70,England,Manchester United,81,89,Right,2,4,4,High/Medium,Lean,#Speedster,SUB,,2014-07-01,SUB,92.0,80.0,83.0,40.0,72.0,,,,,,,"Power Free-Kick, Beat Offside Trap, Selfish, Flair, Long Shot Taker (CPU AI Only), Speed Dribbler (CPU AI Only), Technical Dribbler (CPU AI Only)",77,79,71,75,72,84,77,78,65,80,90,93,88,79,77,87,62,79,71,77,70,42,81,74,74,75,32,40,33,11,6,15,7,14,68.4
195,Grimaldo,Alejandro Grimaldo,22,171,69,Spain,SL Benfica,81,88,Left,3,2,4,High/Medium,Normal,,LB,,2016-01-04,,84.0,62.0,82.0,76.0,69.0,,,,,,,"Injury Prone, Speed Dribbler (CPU AI Only), Set Play Specialist, Takes Finesse Free Kicks",83,50,65,79,58,83,84,82,78,82,85,83,82,79,81,78,64,83,63,72,68,80,75,60,51,77,73,78,79,7,13,10,7,13,22.04
196,B. Mendy,Benjamin Mendy,23,185,85,France,Manchester City,81,87,Left,2,3,3,High/Low,Normal,#Crosser,LB,,2017-07-24,SUB,82.0,52.0,78.0,77.0,79.0,,,,,,,"Injury Prone, Early Crosser, Speed Dribbler (CPU AI Only)",86,33,65,80,31,80,80,29,68,79,77,86+1,68,79,70,79,71,80,81+2,65,75,79,77+7,74,50,79+5,78,79,80,7,7,9,15,9,48.45
197,A. Doucouré,Abdoulaye Doucouré,25,182,76,France,Watford,81,87,Right,2,3,3,High/Medium,Lean,,LDM,,2016-02-02,,67.0,74.0,76.0,79.0,83.0,,,,,,,,68,73,66,82,68,78,41,42,74,80,63,70,60,74,69,84,72,93,81,75,78,82,73,76,45,74,79,83,75,15,12,12,15,14,19.76
198,João Cancelo,João Cancelo,24,182,74,Portugal,Juventus,81,87,Right,2,3,4,High/Medium,Lean,,RB,,2018-07-01,RB,88.0,64.0,81.0,77.0,71.0,,,,,,,Technical Dribbler (CPU AI Only),83,58,64,78,55,82,81,69,74,81,88,88,78,80,74,80,73,81,66,66,71,76,76,71,46,77,79,78,78,6,9,15,14,14,44.175
199,Williams,Iñaki Williams,24,186,79,Spain,Athletic Club de Bilbao,81,87,Right,2,3,4,High/High,Lean,#Speedster,LW,,2012-08-01,,93.0,78.0,80.0,41.0,79.0,,,,,,,"Avoids Using Weaker Foot, Speed Dribbler (CPU AI Only)",78,77,70,79,68,82,49,53,66,81,92,94,80,78,55,85,86,75,85,78,66,21,76,75,64,71,52,38,31,14,15,14,10,13,32.205
200,Ricardo Pereira,Ricardo Pereira,24,175,70,Portugal,Leicester City,81,86,Right,3,4,3,High/High,Lean,,RB,,2018-06-09,,87.0,63.0,81.0,77.0,70.0,,,,,,,"Early Crosser, Speed Dribbler (CPU AI Only)",81,61,64,80,56,83,78,45,78,79,88,87,82,81,77,67,74,84,60,62,75,79,78,75,60,81,76,80,75,16,12,15,11,11,20.14
201,A. Robertson,Andrew Robertson,24,178,64,Scotland,Liverpool,81,86,Left,1,2,3,High/High,Lean,#Engine,LB,,2017-07-21,LWB,84.0,59.0,77.0,77.0,73.0,,,,,,,"Avoids Using Weaker Foot, Early Crosser, Speed Dribbler (CPU AI Only)",84,57,63,74,32,76,74,30,68,78,81,86,78,79,74,67,59,87,66,60,78,80,64,69,55,73,77,80,78,11,8,10,7,14,32.78
202,Pablo Fornals,Pablo Fornals,22,178,67,Spain,Villarreal CF,81,86,Right,1,3,4,High/High,Normal,,LM,,2017-07-24,,66.0,75.0,79.0,71.0,70.0,,,,,,,Playmaker (CPU AI Only),74,77,50,84,70,79,63,60,80,81,67,66,79,76,70,72,59,77,67,80,69,75,77,86,46,71,73,74,73,9,11,12,7,15,27.075
203,M. Lanzini,Manuel Lanzini,25,167,59,Argentina,West Ham United,81,85,Right,2,3,4,Medium/Medium,Normal,#Dribbler,SUB,,2016-07-01,,81.0,72.0,86.0,32.0,52.0,,,,,,,"Injury Prone, Flair, Long Shot Taker (CPU AI Only), Playmaker (CPU AI Only)",74,70,56,80,61,87,76,76,78,86,84,78,86,73,89,75,75,75,39,76,48,27,73,79,73,77,27,36,25,14,9,6,7,15,22.04
204,M. Batshuayi,Michy Batshuayi,24,185,78,Belgium,Valencia CF,81,85,Right,2,5,4,Medium/Low,Normal,#Poacher,SUB,Chelsea,,SUB,76.0,81.0,78.0,33.0,72.0,,,,,,,"Beat Offside Trap, Selfish, Flair, Backs Into Player",65,85,75,64,85,78,66,46,36,80,77,76,75,80,76,81,80,66,78,76,63,23,84,62,67,81,37,26,22,9,10,16,7,15,38.475
205,Fabián,Fabián Ruiz,22,189,70,Spain,Napoli,81,85,Left,1,3,4,Medium/Medium,Lean,,SUB,,2018-07-05,,68.0,77.0,80.0,74.0,68.0,,,,,,,Long Shot Taker (CPU AI Only),70,79,67,80,65,81,72,59,79,83,69,67,73,79,66,75,46,73,69,82,64,77,78,80,67,77,70,78,73,16,11,7,13,13,22.686
206,G. Xhaka,Granit Xhaka,25,185,82,Switzerland,Arsenal,81,84,Left,3,2,3,Medium/Medium,Normal,,LDM,,2016-07-01,LDM,48.0,65.0,71.0,69.0,76.0,,,,,,,"Power Free-Kick, Avoids Using Weaker Foot, Long Passer (CPU AI Only), Long Shot Taker (CPU AI Only)",66,49,62,85,50,70,71,70,84,80,47,49,49,77,61,88,32,77,74,78,92,71,77,81,63,74,68,72,68,7,8,11,7,13,47.5
207,S. Vrsaljko,Sime Vrsaljko,26,181,76,Croatia,Inter,81,84,Right,2,3,3,High/Medium,Lean,,RB,Atlético Madrid,,,80.0,55.0,75.0,78.0,78.0,,,,,,,"Injury Prone, Dives Into Tackles (CPU AI Only)",82,44,73,77,53,74,70,57,70,79,82,79-1,67,77,72,75,85,90,73,58,75,79,65,68,52,67,77,81,77,15,11,10,10,12,27.075
208,M. Sabitzer,Marcel Sabitzer,24,177,74,Austria,RB Leipzig,81,84,Right,2,4,3,High/High,Normal,,RAM,,2014-07-01,SUB,80.0,80.0,80.0,56.0,77.0,,,,,,,"Injury Prone, Long Shot Taker (CPU AI Only)",70,79,56,79,78,79,74,63,67,81,83,77,75,85,79,86,75,84,76,81,70,55,81,79,65,75,58,55,51,11,13,14,15,13,28.5
209,A. Rüdiger,Antonio Rüdiger,25,190,85,Germany,Chelsea,81,84,Right,2,3,2,Medium/High,Lean,,RCB,,2017-07-09,SUB,73.0,40.0,63.0,81.0,77.0,,,,,,,,68,27,78,75,34,59,35,56,72,69,67,78,59,81,50,70,71,60,80,41,90,79,33,57,40,72,80,84,81,14,15,10,12,8,44.175
210,B. Davies,Ben Davies,25,182,76,Wales,Tottenham Hotspur,81,84,Left,2,3,3,High/High,Lean,,LB,,2014-07-23,LB,75.0,58.0,76.0,79.0,75.0,,,,,,,,83,58,69,79,48,76,72,48,70,79,76,74,70,78,68,65,73,85,69,52,76,79,71,75,54,74,78,83,82,11,7,6,7,14,25.84
211,B. Davies,Ben Davies,22,185,74,England,Preston North End,70,79,Left,1,3,2,Medium/Medium,Lean,,LCB,,2013-01-01,,71.0,39.0,60.0,70.0,72.0,,,,,,,,61,36,68,65,43,57,44,40,63,62,73,70,61,63,63,42,75,70,75,39,65,65,33,33,48,68,72,71,70,6,15,10,15,6,25.84
212,S. El Shaarawy,Stephan El Shaarawy,25,178,72,Italy,Roma,81,83,Right,3,2,5,High/Medium,Lean,,LW,,2016-01-26,,87.0,76.0,84.0,42.0,58.0,,,,,,,"Finesse Shot, Flair, Speed Dribbler (CPU AI Only)",74,78,51,74,79,84,83,63,57,86,86,87,85,72,81,74,60,68,54,74,54,36,78,73,67,72,59,30,25,5,3,5,5,3,23.94
213,J. Corona,Jesús Corona,25,173,62,Mexico,FC Porto,81,83,Right,3,5,5,Medium/Low,Normal,"#Dribbler, #Acrobat",SUB,,2015-08-31,,83.0,72.0,88.0,46.0,51.0,,,,,,,"Flair, Technical Dribbler (CPU AI Only)",73,76,67,76,75,91,85,67,68,84,87,79,90,82,87,66,72,74,39,66,45,45,80,77,68,85,52,40,31,11,6,10,14,9,13.68
214,K. Volland,Kevin Volland,25,179,81,Germany,Bayer 04 Leverkusen,81,83,Left,2,3,3,High/High,Stocky,#Engine,CAM,,2016-07-01,,77.0,81.0,79.0,41.0,83.0,,,,,,,Speed Dribbler (CPU AI Only),78,81,67,81,77,79,79,76,67,81,78,77,73,82,84,85,78,88,82,81,78,45,81,81,72,80,22,50,33,8,7,9,7,12,26.79
215,Deulofeu,Gerard Deulofeu,24,177,73,Spain,Watford,81,83,Right,3,4,4,High/Low,Normal,"#Dribbler, #Acrobat",SUB,,2018-06-11,,89.0,70.0,87.0,30.0,56.0,,,,,,,"Diver, Selfish, Flair, Technical Dribbler (CPU AI Only)",75,69,40,78,68,88,84,77,62,86,90-1,89,94,74,77,72,70,70,54,66,40,25,77,76+1,77,76,34,30,22,12,16,14,11,11,15.96
216,T. Hazard,Thorgan Hazard,25,174,69,Belgium,Borussia Mönchengladbach,81,83,Right,2,3,4,Medium/Medium,Lean,#Acrobat,RW,,2015-07-01,SUB,81.0,74.0,85.0,39.0,65.0,,,,,,,"Flair, Technical Dribbler (CPU AI Only)",77,68,38,81,80,85,83,79,72,83,86,77,91,80,83,78,63,77,62,77,57,41,80,80,83,76,30,47,35,6,9,7,7,8,32.3
217,C. Smalling,Chris Smalling,28,194,81,England,Manchester United,81,82,Right,3,3,2,Medium/High,Normal,#Aerial Threat,RCB,,2010-07-01,,68.0,47.0,58.0,81.0,82.0,,,,,,,,52,54,82,63,49,59,49,22,63,58,61,74,55,75,45,42,76,71,87,35,83,81,48,49,52,67,81,82,80,10,15,16,15,15,20.52
218,X. Shaqiri,Xherdan Shaqiri,26,169,72,Switzerland,Liverpool,81,82,Left,3,4,5,Medium/Medium,Shaqiri,#Dribbler,SUB,,2018-07-13,RAM,80.0,77.0,85.0,46.0,70.0,,,,,,,"Flair, Long Shot Taker (CPU AI Only), Playmaker (CPU AI Only), Set Play Specialist, Takes Finesse Free Kicks, Through Ball",78,71,45,80,76,86,88,84,78,84,84,77,84,80,91,87,52,75,73,84,61,55,74,80,65,82,35,49,48,13,12,12,11,11,23.085
219,D. Lovren,Dejan Lovren,28,188,84,Croatia,Liverpool,81,82,Right,2,4,2,Medium/High,Normal,,RCB,,2014-07-27,,55.0,40.0,62.0,81.0,79.0,,,,,,,Dives Into Tackles (CPU AI Only),59,33,80,69,42,63,26,18,66,67,54,55,50,75,41,63,81,68,82,34,87,81,21,56,52,70,77,83,85,14,14,13,10,7,21.66
220,Pablo Sarabia,Pablo Sarabia,26,174,70,Spain,Sevilla FC,81,82,Left,2,4,4,High/Medium,Normal,"#Dribbler, #Crosser",RW,,2016-07-01,,74.0,75.0,84.0,42.0,55.0,,,,,,,"Technical Dribbler (CPU AI Only), Set Play Specialist, Takes Finesse Free Kicks",86,77,61,83,60,86,80,73,76,82,75+3,74,80,77,81,77,40,69+2,58,76+1,32,39+14,77,82,61,74+4,46+12,34+7,36+8,16,7,15,6,14,30.97
221,F. Ghoulam,Faouzi Ghoulam,27,184,80,Algeria,Napoli,81,82,Left,2,4,3,High/Medium,Normal,,SUB,,2014-01-31,,77.0,64.0,78.0,78.0,76.0,,,,,,,"Power Free-Kick, Giant Throw-in",85,54,70,79,52,79,77,68,74,80,71,82,72,79,62,80,73,88-2,71,69,74,76,69,69,76,75,79,81,80,12,7,8,8,13,28.5
222,H. Herrera,Héctor Herrera,28,183,72,Mexico,FC Porto,81,81,Right,3,4,3,High/High,Normal,#Engine,LCM,,2013-07-01,,72.0,73.0,75.0,78.0,80.0,,,,,,,Injury Free,63,68,59,78,59,76,67,63,75,78,71,73,66,78,70,81,66,94,73,78,83,81,81,77,64,75,83,80,67,6,10,15,7,16,20.14
223,M. Herrera,Héctor Herrera,29,183,81,Mexico,Club León,68,68,Right,1,3,2,Low/High,Normal,,SUB,,2018-07-16,,59.0,36.0,49.0,66.0,67.0,,,,,,,,31,28,72,58,26,45,35,34,51,52,55,63,53,67,45,52,61,51,74,38,69,64,28,40,52,71,63,68,70,13,10,14,10,12,20.14
224,M. Herrera,Héctor Herrera,30,180,73,Colombia,La Equidad,57,57,Right,1,2,2,Medium/Medium,Normal,,RES,,2018-01-04,,61.0,28.0,41.0,55.0,62.0,,,,,,,,25,24,54,40,29,36,29,22,35,40,64,58,53,46,66,37,73,55,65,26,62,55,29,34,31,45,48,60,63,14,15,12,8,12,20.14
225,G. Sigurðsson,Gylfi Sigurdsson,28,186,82,Iceland,Everton,81,81,Right,3,4,3,High/High,Normal,"#Crosser, #FK Specialist",CAM,,2017-08-16,CAM,59.0,80.0,79.0,56.0,70.0,,,,,,,"Injury Free, Long Shot Taker (CPU AI Only), Playmaker (CPU AI Only), Set Play Specialist, Takes Finesse Free Kicks",86,77,60,83-1,75,80,87,86-1,80+1,85,60,58,68,75,61,82,68,84,68,85-1,57,54,78,83,82,83,57,56,55,13,8,10,15,12,34.2
226,S. Verdi,Simone Verdi,25,171,61,Italy,Napoli,81,81,Left,2,5,4,High/Medium,Lean,#Acrobat,SUB,,2018-07-01,SUB,87.0,73.0,85.0,48.0,55.0,,,,,,,"Flair, Long Shot Taker (CPU AI Only), Chip Shot (CPU AI Only), Technical Dribbler (CPU AI Only)",82,67,42,82,74,84,84,84,76,86,88,86,92,78,90,81,51,75,48,77,48,36,76,82,68,78,55,48,60,12,10,7,15,9,26.6
227,W. Ben Yedder,Wissam Ben Yedder,27,170,68,France,Sevilla FC,81,81,Right,2,5,4,High/High,Normal,#Acrobat,SUB,,2016-07-30,,85.0,78.0,84.0,39.0,61.0,,,,,,,"Injury Free, Beat Offside Trap, Flair, Technical Dribbler (CPU AI Only), Takes Finesse Free Kicks",73,83,74,75,76,84,80,76,66,83,87,83,91,80,87,76,86,69,57,69,55,44,87,76,76+6,84,34,33,26,6,13,9,7,7,33.744
228,M. de Ligt,Matthijs de Ligt,18,188,89,Netherlands,Ajax,80,91,Right,2,4,2,Medium/Medium,Normal,#Strength,RCB,,2016-10-24,RCB,68.0,58.0,65.0,80.0,82.0,,,,,,,Power Header,57,53,80,75,40,64,48,55,72,70,62,72,56,75,59,79,80,74,87,61,78,78,44,63,40,74,81,82,77,12,11,11,12,10,44.688
229,A. Milik,Arkadiusz Milik,24,186,78,Poland,Napoli,80,87,Left,3,3,4,Medium/Medium,Lean,"#Poacher, #Clinical Finisher",ST,,2016-08-02,RS,72.0,83.0,74.0,39.0,74.0,,,,,,,Injury Prone,58,86,78,63,76,74,71,74,62,78,69,74,68,75,63,83,62,73,78,80,67,36,79,60,79,72,35,34,32,9,16,16,15,6,25.65
230,P. Zieliński,Piotr Zielinski,24,180,75,Poland,Napoli,80,87,Right,3,5,4,Medium/Medium,Lean,,LCM,,2016-08-09,RCM,83.0,70.0,83.0,69.0,59.0,,,,,,,"Long Shot Taker (CPU AI Only), Technical Dribbler (CPU AI Only)",77,65,52,82,70,84,80,65,77,84,82,84,77,76,76,76,54,72,54,77,56,70,75,82,51,74,69,72,71,12,9,12,11,6,42.56
231,T. Strakosha,Thomas Strakosha,23,193,78,Albania,Lazio,80,87,Right,1,2,1,Medium/Medium,Lean,,GK,,2012-08-09,,,,,,,81.0,77.0,75.0,86.0,44.0,77.0,,18,18,11,26,11,14,14,12,22,15,41,46,31,74,47,18,49,23,56,14,20,24,18,49,21,61,20,18,12,81,77,75,77,86,22.8
232,Oyarzabal,Mikel Oyarzabal,21,181,78,Spain,Real Sociedad,80,87,Left,1,3,3,High/Medium,Lean,,LM,,2014-07-01,,73.0,75.0,82.0,38.0,58.0,,,,,,,"Speed Dribbler (CPU AI Only), Backs Into Player",81,77,44,80,64,84,69,71,73,85,71,74,70,81,70,73,58,71,59,79,40,29,80,79,47,69,50,32,30,10,6,10,13,11,39.9
233,Carlos Soler,Carlos Soler,21,180,76,Spain,Valencia CF,80,87,Right,1,4,3,Medium/Medium,Lean,,RM,,2015-07-01,,76.0,74.0,79.0,62.0,65.0,,,,,,,Playmaker (CPU AI Only),80,74,56,84,66,79,69,82,79,82,75,77,75,80,70,77,59,78,65,73,49,68,73,83,73-7,68,60,65,56,6,14,7,13,11,34.2
234,A. Correa,Ángel Correa,23,171,68,Argentina,Atlético Madrid,80,86,Right,1,4,4,Medium/Low,Normal,"#Dribbler, #Acrobat",SUB,,2014-12-13,,80.0,80.0,86.0,54.0,59.0,,,,,,,"Flair, Technical Dribbler (CPU AI Only)",70,82,67,73,79,87,82,65,65,85,83,78,87,82,83,80,50,69,63,83,41,48,82,74,55,74,58,53,44,13,10,9,8,16,31.065
235,M. Caldara,Mattia Caldara,24,187,80,Italy,Milan,80,86,Right,2,3,2,Medium/High,Normal,,SUB,,2018-08-02,SUB,67.0,34.0,63.0,83.0,75.0,,,,,,,"Avoids Using Weaker Foot, Power Header",34,36,82,63,51,62,20,24,58,63,65,69,58,77,59,38,76,67,79,20,76,82,34,32,30,74,85,84,80,14,9,6,9,5,28.5
236,J. Weigl,Julian Weigl,22,186,72,Germany,Borussia Dortmund,80,86,Right,3,3,3,Medium/Medium,Lean,#Tactician ,SUB,,2015-07-01,,68.0,47.0,76.0,77.0,68.0,,,,,,,"Injury Free, Playmaker (CPU AI Only)",58,41,63,85,56,74,63,46,81,80,72,64,77,83,65,48,67,81,63,52,64,86,56,77,50,80,76,78,75,6,14,16,11,7,29.26
237,G. Lo Celso,Giovani Lo Celso,22,175,70,Argentina,Real Betis,80,86,Left,1,3,3,High/Medium,Normal,,SUB,Paris Saint-Germain,,RCM,74.0,74.0,81.0,64.0,70.0,,,,,,,"Playmaker (CPU AI Only), Technical Dribbler (CPU AI Only), Takes Finesse Free Kicks",75,73,59,81,69,81,82,72,80,82,72,75,81,77,81,79,64,80,67,75,65,65,78,81,60,79,61,67,67,10,7,10,15,14,30.4
238,B. Pavard,Benjamin Pavard,22,186,76,France,VfB Stuttgart,80,86,Right,1,3,3,Medium/Medium,Lean,,RCB,,2016-08-30,RB,71.0,46.0,70.0,81.0,75.0,,,,,,,,66,37,73,78,57,66,58,51,80,77,69,73,68,77,66,60,86,77,74,48,72,84,54,66,51,80,83,80,81,9,7,15,7,15,37.05
239,Nélson Semedo,Nélson Semedo,24,177,67,Portugal,FC Barcelona,80,86,Right,2,3,4,Medium/High,Lean,"#Speedster, #Acrobat",SUB,,2017-07-14,,92.0,57.0,80.0,73.0,72.0,,,,,,,Speed Dribbler (CPU AI Only),74,50,58,73,42,80,61,30,65,78,91,92,88,82,83,74,80,91,59,60,77,80,72,62,38,75,70,76,77,16,12,10,14,12,36.1
240,A. Oxlade-Chamberlain,Alex Oxlade-Chamberlain,24,175,70,England,Liverpool,80,85,Right,2,4,4,High/High,Stocky,,SUB,,2017-08-31,,85.0,73.0,84.0,66.0,75.0,,,,,,,"Flair, Long Shot Taker (CPU AI Only), Speed Dribbler (CPU AI Only)",78,69,39,80,58,84,73,60,75,84,84,85,81,78,88,80,69,82-1,72,76,77,72,79,81,69,77,67,70,66,16,9,6,9,9,41.8
241,Héctor Bellerín,Héctor Bellerín,23,178,74,Spain,Arsenal,80,85,Right,3,3,3,High/Low,Lean,#Speedster,RB,,2014-07-01,,93.0,51.0,77.0,75.0,66.0,,,,,,,Speed Dribbler (CPU AI Only),74+1,52,60,76,41,75,63,50,59,78,91-1,94,82,78,77,52,63,79,58,43,72,77,67,63,62,70,75,78,80,8,14,14,13,12,44.175
242,L. Paredes,Leandro Paredes,24,180,75,Argentina,Argentina,80,85,Right,2,4,4,Medium/Medium,Normal,,,,,SUB,72.0,67.0,79.0,72.0,73.0,,,,,,,"Power Free-Kick, Flair, Long Passer (CPU AI Only), Long Shot Taker (CPU AI Only), Playmaker (CPU AI Only), Set Play Specialist",76,55,60,84,73,78,79,78,82,82,75,69,77,74,77,82,61,79,69,80,79,72,74,82,57,74,73,75,72,9,14,6,9,10,25.65
243,E. Can,Emre Can,24,184,82,Germany,Juventus,80,85,Right,2,4,3,High/High,Normal,,SUB,,2018-07-01,,71.0,68.0,77.0,80.0,83.0,,,,,,,"Dives Into Tackles (CPU AI Only), Flair, Long Shot Taker (CPU AI Only)",70,60,70,81,61,76,68,65,80,80,69,73,73,78,71,81,76,85,83,75,83,80,73,79,60,74,81,81,80,14,8,8,13,11,33.44
244,M. Sanson,Morgan Sanson,23,180,73,France,Olympique de Marseille,80,85,Right,2,4,4,Medium/Medium,Normal,,SUB,,2017-01-17,,75.0,74.0,78.0,73.0,76.0,,,,,,,,78,74,69,78,70,77,75,70,83,79,77,74,79,80,69,79,75,79,76,73,72,77,77,80,68,75,71,73,76,6,16,16,9,9,22.8
245,André Gomes,André Gomes,24,188,84,Portugal,Everton,80,85,Right,3,4,4,Medium/Medium,Lean,#Strength,SUB,FC Barcelona,,,65.0,69.0,77.0,73.0,81.0,,,,,,,Technical Dribbler (CPU AI Only),61,65,69,82,63,79,82,67,81,78,68,62,67,77,64,80,58,76,86,71,81,74,74,81,55,78,75,75,64,12,9,6,14,8,22.8
246,Santi Mina,Santi Mina,22,181,77,Spain,Valencia CF,80,85,Right,1,4,3,High/Medium,Normal,,SUB,,2015-07-04,,79.0,78.0,80.0,51.0,73.0,,,,,,,Speed Dribbler (CPU AI Only),73,82,76,69,70,81,69,55,65,80,77,81,78,80,75,78,74,75,73,74,69,52,82,65,67+5,69,48,46,49,9,8,14,8,15,21.375
247,Rony Lopes,Rony Lopes,22,174,68,Portugal,AS Monaco,80,85,Left,2,3,4,High/Medium,Stocky,,RM,,2015-08-28,,79.0,76.0,82.0,30.0,56.0,,,,,,,"Long Shot Taker (CPU AI Only), Speed Dribbler (CPU AI Only)",78,79,38,79,56,82,76,74,72,81,83,76,84,78,86,76,51,70,56,74,39,29,78,77,65,74,30,28,27,11,10,12,12,11,24.51
248,K. Baldé,Keita Baldé,23,181,80,Senegal,Inter,80,85,Right,2,4,4,High/Low,Normal,#Speedster,SUB,AS Monaco,,,92.0,76.0,83.0,29.0,70.0,,,,,,,"Finesse Shot, Flair, Technical Dribbler (CPU AI Only)",75,78,58,76,68,83,70,52,64,85,92,92,82,76,78,78,67,73,76,74,54,31,77,72,60,79,17,29,28,12,8,13,8,15,33.44
249,Mariano,Mariano Díaz,24,180,76,Dominican Republic,Real Madrid,80,85,Right,1,4,3,High/Medium,Normal,,SUB,,2018-08-29,,85.0,81.0,75.0,45.0,82.0,,,,,,,"Power Free-Kick, Beat Offside Trap, Selfish, Long Shot Taker (CPU AI Only), Power Header",50,81,82,69,70,75,76,76,51,72,84,85,79,82,72,85,92,81,79,82,86,45,79,63,75,68,41,40,34,12,14,6,8,15,24.32
